Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Year_Value
FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,J1456,"INJ, FOSAPREPITANT (TEVA)",2025 (Q1-Q4),1032.0,3815,566559.1,548.99137597,148.50828309,2025
FOSAPREPITANT DIMEGLUMINE,FOSAPREPITANT DIMEGLUMINE,J1456,"INJ, FOSAPREPITANT (TEVA)",2026 (Q1),367.0,743,70252.63,191.42405995,94.552664872,2026
PRIVIGEN,IMMUN GLOB G(IGG),J1459,INJ IVIG PRIVIGEN 500 MG,2025 (Q1-Q4),15221.0,119196,490144073.9,32201.831279,4112.0849181,2025
PRIVIGEN,IMMUN GLOB G(IGG),J1459,INJ IVIG PRIVIGEN 500 MG,2026 (Q1),11454.0,30530,124341551.91,10855.731789,4072.7661942,2026
GAMASTAN,IMMUNE GLOBUL G (IGG),J1460,GAMMA GLOBULIN 1 CC INJ,2025 (Q1-Q4),58.0,473,61566.96,1061.4993103,130.16270613,2025
GAMASTAN,IMMUNE GLOBUL G (IGG),J1460,GAMMA GLOBULIN 1 CC INJ,2026 (Q1),31.0,100,11427.76,368.63741935,114.2776,2026
CUTAQUIG,IMMUN GLOB G(IGG)-HIPP,J1551,INJ CUTAQUIG 100 MG,2025 (Q1-Q4),365.0,3236,16978586.85,46516.676301,5246.7820921,2025
CUTAQUIG,IMMUN GLOB G(IGG)-HIPP,J1551,INJ CUTAQUIG 100 MG,2026 (Q1),363.0,1016,5285239.61,14559.888733,5202.0074902,2026
ALYGLO,"IMMUNE GLOBULIN,GAMMA(IGG)STWK",J1552,"INJ, ALYGLO, 500 MG",2025 (Q1-Q4),573.0,3532,34985903.32,61057.422897,9905.408641,2025
ALYGLO,"IMMUNE GLOBULIN,GAMMA(IGG)STWK",J1552,"INJ, ALYGLO, 500 MG",2026 (Q1),471.0,1305,11882512.27,25228.263843,9105.373387,2026
ASCENIV,"IMMUNE GLOBULIN,GAMMA(IGG)SLRA",J1554,INJ. ASCENIV,2025 (Q1-Q4),426.0,5035,152860815.66,358828.20577,30359.645613,2025
ASCENIV,"IMMUNE GLOBULIN,GAMMA(IGG)SLRA",J1554,INJ. ASCENIV,2026 (Q1),427.0,1618,48541903.78,113681.27349,30001.176625,2026
CUVITRU,IMMUN GLOB G(IGG),J1555,"INJ CUVITRU, 100 MG",2025 (Q1-Q4),1957.0,20804,135179312.32,69074.763577,6497.7558316,2025
CUVITRU,IMMUN GLOB G(IGG),J1555,"INJ CUVITRU, 100 MG",2026 (Q1),1775.0,4827,31708146.03,17863.744242,6568.9136172,2026
BIVIGAM,IMMUN GLOB G(IGG),J1556,"INJ, IMM GLOB BIVIGAM, 500MG",2025 (Q1-Q4),1010.0,8822,53803122.74,53270.418554,6098.7443596,2025
BIVIGAM,IMMUN GLOB G(IGG),J1556,"INJ, IMM GLOB BIVIGAM, 500MG",2026 (Q1),536.0,1700,10791948.13,20134.231586,6348.2047824,2026
GAMMAPLEX,IMMUN GLOB G(IGG),J1557,GAMMAPLEX INJECTION,2025 (Q1-Q4),306.0,3238,14704320.36,48053.33451,4541.1736751,2025
GAMMAPLEX,IMMUN GLOB G(IGG),J1557,GAMMAPLEX INJECTION,2026 (Q1),251.0,711,3436644.56,13691.810996,4833.5366526,2026
XEMBIFY,"IMMUNE GLOBULIN,GAMMA(IGG)KLHW",J1558,"INJ. XEMBIFY, 100 MG",2025 (Q1-Q4),902.0,8280,46275595.48,51303.320931,5588.8400338,2025
XEMBIFY,"IMMUNE GLOBULIN,GAMMA(IGG)KLHW",J1558,"INJ. XEMBIFY, 100 MG",2026 (Q1),797.0,2103,12012652.62,15072.337039,5712.1505563,2026
HIZENTRA,IMMUN GLOB G(IGG),J1559,HIZENTRA INJECTION,2025 (Q1-Q4),5375.0,58556,342302910.22,63684.262367,5845.7358805,2025
HIZENTRA,IMMUN GLOB G(IGG),J1559,HIZENTRA INJECTION,2026 (Q1),4783.0,13119,79429302.05,16606.586253,6054.5241291,2026
GAMMAKED*,IMMUNE GLOBUL G*,J1561,GAMUNEX-C/GAMMAKED,2025 (Q1-Q4),19889.0,158429,648779013.19,32619.991613,4095.0773734,2025
GAMMAKED*,IMMUNE GLOBUL G*,J1561,GAMUNEX-C/GAMMAKED,2026 (Q1),14913.0,40877,164005320.81,10997.4734,4012.1662747,2026
GAMMAGARD S-D,IMMUN GLOB G,J1566,"IMMUNE GLOBULIN, POWDER",2025 (Q1-Q4),1060.0,8506,48311588.27,45576.970066,5679.7070621,2025
GAMMAGARD S-D,IMMUN GLOB G,J1566,"IMMUNE GLOBULIN, POWDER",2026 (Q1),772.0,2043,11361827.06,14717.392565,5561.3446207,2026
OCTAGAM,IMMUN GLOBG(IGG),J1568,OCTAGAM INJECTION,2025 (Q1-Q4),9683.0,74877,254078862.92,26239.684284,3393.2831566,2025
OCTAGAM,IMMUN GLOBG(IGG),J1568,OCTAGAM INJECTION,2026 (Q1),7174.0,18321,60648106.65,8453.8760315,3310.3054773,2026
GAMMAGARD LIQUID,IMMUN GLOB G(IGG),J1569,GAMMAGARD LIQUID INJECTION,2025 (Q1-Q4),27047.0,205861,751891888.34,27799.456071,3652.4251235,2025
GAMMAGARD LIQUID,IMMUN GLOB G(IGG),J1569,GAMMAGARD LIQUID INJECTION,2026 (Q1),19372.0,49707,182705367.18,9431.4147832,3675.6466329,2026
GANCICLOVIR SODIUM,GANCICLOVIR SODIUM,J1570,GANCICLOVIR SODIUM INJECTION,2025 (Q1-Q4),170.0,751,146276.32,860.44894118,194.77539281,2025
GANCICLOVIR SODIUM,GANCICLOVIR SODIUM,J1570,GANCICLOVIR SODIUM INJECTION,2026 (Q1),44.0,154,34803.19,790.98159091,225.99474026,2026
HEPAGAM B(J1571),HEPATITIS B IMMUN GLOB,J1571,HEPAGAM B IM INJECTION,2025 (Q1-Q4),13.0,32,30446.42,2342.0323077,951.450625,2025
HEPAGAM B(J1573),HEPATITIS B IMMUN GLOB,J1573,"HEPAGAM B INTRAVENOUS, INJ",2025 (Q1-Q4),25.0,75,198695.84,7947.8336,2649.2778667,2025
HEPAGAM B(J1573),HEPATITIS B IMMUN GLOB,J1573,"HEPAGAM B INTRAVENOUS, INJ",2026 (Q1),16.0,24,68064.78,4254.04875,2836.0325,2026
HYQVIA,IGG,J1575,HYQVIA 100MG IMMUNEGLOBULIN,2025 (Q1-Q4),1269.0,13024,88737496.04,69927.104838,6813.3826812,2025
HYQVIA,IGG,J1575,HYQVIA 100MG IMMUNEGLOBULIN,2026 (Q1),1071.0,3013,20772381.6,19395.314286,6894.2521075,2026
PANZYGA,IMMUN GLOB G(IGG)-IFAS,J1576,"INJ, PANZYGA, 500 MG",2025 (Q1-Q4),1338.0,13134,88941227.23,66473.263999,6771.8309144,2025
PANZYGA,IMMUN GLOB G(IGG)-IFAS,J1576,"INJ, PANZYGA, 500 MG",2026 (Q1),1065.0,3549,23896605.93,22438.127634,6733.3350042,2026
GENTAMICIN SULFATE IN NS*,"GENTAMICIN IN NACL, ISO-OSM*",J1580,GARAMYCIN GENTAMICIN INJ,2025 (Q1-Q4),37136.0,58094,202254.08,5.446307626,3.4814968844,2025
GENTAMICIN SULFATE IN NS*,"GENTAMICIN IN NACL, ISO-OSM*",J1580,GARAMYCIN GENTAMICIN INJ,2026 (Q1),9889.0,13327,41965.61,4.2436656891,3.1489164853,2026
GLYCOPYRROLATE(J1596),GLYCOPYRROLATE,J1596,"INJ, GLYCOPYRROLATE, 0.1 MG",2025 (Q1-Q4),82778.0,91703,128375.57,1.5508416487,1.3999058918,2025
GLYCOPYRROLATE(J1596),GLYCOPYRROLATE,J1596,"INJ, GLYCOPYRROLATE, 0.1 MG",2026 (Q1),53.0,54,240.57,4.5390566038,4.455,2026
GLYCOPYRROLATE(J1598),GLYCOPYRROLATE,J1598,INJ GLYCOPYRROLATE FRES KABI,2025 (Q1-Q4),1318.0,1398,7577.7,5.7493930197,5.4203862661,2025
SIMPONI ARIA,GOLIMUMAB,J1602,GOLIMUMAB FOR IV USE 1MG,2025 (Q1-Q4),34139.0,164412,310414701.99,9092.6711969,1888.0294747,2025
SIMPONI ARIA,GOLIMUMAB,J1602,GOLIMUMAB FOR IV USE 1MG,2026 (Q1),25430.0,38495,77869675.06,3062.1185631,2022.8516706,2026
GLUCAGEN*,GLUCAGON*,J1610,GLUCAGON HYDROCHLORIDE/1 MG,2025 (Q1-Q4),16896.0,17616,3627346.67,214.68671106,205.91204984,2025
GLUCAGEN*,GLUCAGON*,J1610,GLUCAGON HYDROCHLORIDE/1 MG,2026 (Q1),3336.0,3369,585205.39,175.42127998,173.70299495,2026
GLUCAGON EMERGENCY KIT*,GLUCAGON HCL*,J1611,"INJ GLUCAGON HCL, FRESENIUS",2025 (Q1-Q4),24315.0,26217,3965070.49,163.07096401,151.24043521,2025
GLUCAGON EMERGENCY KIT*,GLUCAGON HCL*,J1611,"INJ GLUCAGON HCL, FRESENIUS",2026 (Q1),7279.0,7378,1159095.2,159.23824701,157.10154513,2026
GRANISETRON HCL,GRANISETRON HCL,J1626,GRANISETRON HCL INJECTION,2025 (Q1-Q4),15324.0,101049,224508.38,14.650768729,2.2217773555,2025
GRANISETRON HCL,GRANISETRON HCL,J1626,GRANISETRON HCL INJECTION,2026 (Q1),6128.0,21847,31538.97,5.1466987598,1.4436293313,2026
SUSTOL,GRANISETRON,J1627,"INJ, GRANISETRON, XR, 0.1 MG",2025 (Q1-Q4),1646.0,7534,3761750.17,2285.3889247,499.30318158,2025
SUSTOL,GRANISETRON,J1627,"INJ, GRANISETRON, XR, 0.1 MG",2026 (Q1),550.0,1546,653885.33,1188.8824182,422.95299483,2026
TREMFYA ONE-PRESS*,GUSELKUMAB*,J1628,"INJ., GUSELKUMAB, 1 MG",2025 (Q1-Q4),993.0,2343,32439980.91,32668.661541,13845.489078,2025
TREMFYA ONE-PRESS*,GUSELKUMAB*,J1628,"INJ., GUSELKUMAB, 1 MG",2026 (Q1),481.0,820,11312367.63,23518.435821,13795.57028,2026
HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,J1630,HALOPERIDOL INJECTION,2025 (Q1-Q4),125.0,228,472.83,3.78264,2.0738157895,2025
HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,J1630,HALOPERIDOL INJECTION,2026 (Q1),27.0,33,88.45,3.2759259259,2.6803030303,2026
HALDOL DECANOATE 100*,HALOPERIDOL DECANOATE*,J1631,HALOPERIDOL DECANOATE INJ,2025 (Q1-Q4),577.0,3227,23705.86,41.084679376,7.3460985435,2025
HALDOL DECANOATE 100*,HALOPERIDOL DECANOATE*,J1631,HALOPERIDOL DECANOATE INJ,2026 (Q1),269.0,573,3076.71,11.437583643,5.3694764398,2026
PANHEMATIN,HEMIN,J1640,"HEMIN, 1 MG",2025 (Q1-Q4),64.0,816,10658096.84,166532.76313,13061.393186,2025
PANHEMATIN,HEMIN,J1640,"HEMIN, 1 MG",2026 (Q1),36.0,174,2395366.35,66537.954167,13766.473276,2026
HEPARIN FLUSH,"HEPARIN SODIUM,PORCINE",J1642,INJ HEPARIN SODIUM PER 10 U,2025 (Q1-Q4),1146.0,5668,18954.26,16.539493892,3.3440825688,2025
HEPARIN FLUSH,"HEPARIN SODIUM,PORCINE",J1642,INJ HEPARIN SODIUM PER 10 U,2026 (Q1),494.0,1162,3982.86,8.0624696356,3.4275903614,2026
HEPARIN SODIUM,"HEPARIN SODIUM,PORCINE",J1643,"INJ HEPARIN, PFIZER, 1000U",2025 (Q1-Q4),41.0,100,1131.58,27.599512195,11.3158,2025
HEPARIN SODIUM,"HEPARIN SODIUM,PORCINE",J1643,"INJ HEPARIN, PFIZER, 1000U",2026 (Q1),19.0,26,64.49,3.3942105263,2.4803846154,2026
HEPARIN SODIUM IN 0.45% NACL*,"HEPARIN SOD,PORK IN 0.45% NACL*",J1644,INJ HEPARIN SODIUM PER 1000U,2025 (Q1-Q4),6637.0,28148,176698.2,26.623203254,6.2774690919,2025
HEPARIN SODIUM IN 0.45% NACL*,"HEPARIN SOD,PORK IN 0.45% NACL*",J1644,INJ HEPARIN SODIUM PER 1000U,2026 (Q1),2680.0,6338,41879.75,15.626772388,6.6077232565,2026
FRAGMIN,"DALTEPARIN SODIUM,PORCINE",J1645,DALTEPARIN SODIUM,2025 (Q1-Q4),600.5,56,3783.92,605.10741214,67.57,2025
ENOXAPARIN SODIUM*,ENOXAPARIN SODIUM*,J1650,INJ ENOXAPARIN SODIUM,2025 (Q1-Q4),740.0,1512,69325.15,93.682635135,45.849966931,2025
ENOXAPARIN SODIUM*,ENOXAPARIN SODIUM*,J1650,INJ ENOXAPARIN SODIUM,2026 (Q1),171.0,288,24268.83,141.92298246,84.266770833,2026
ARIXTRA*,FONDAPARINUX SODIUM*,J1652,FONDAPARINUX SODIUM,2025 (Q1-Q4),20.0,56,502.49,25.1245,8.9730357143,2025
HYPERTET,TETANUS IMMUNE GLOBULIN,J1670,TETANUS IMMUNE GLOBULIN INJ,2025 (Q1-Q4),283.0,283,97325.82,343.90749117,343.90749117,2025
HYPERTET,TETANUS IMMUNE GLOBULIN,J1670,TETANUS IMMUNE GLOBULIN INJ,2026 (Q1),55.0,55,16905.86,307.37927273,307.37927273,2026
HYDROCORTISONE SOD SUCCINATE*,HYDROCORTISONE SOD SUCCINATE*,J1720,HYDROCORTISONE SODIUM SUCC I,2025 (Q1-Q4),6990.0,25281,549723.41,78.644264664,21.744527906,2025
HYDROCORTISONE SOD SUCCINATE*,HYDROCORTISONE SOD SUCCINATE*,J1720,HYDROCORTISONE SODIUM SUCC I,2026 (Q1),2862.0,5777,136914.17,47.838633823,23.699873637,2026
IBANDRONATE SODIUM,IBANDRONATE SODIUM,J1740,IBANDRONATE SODIUM INJECTION,2025 (Q1-Q4),443.0,1026,75270.05,169.90981941,73.362621832,2025
IBANDRONATE SODIUM,IBANDRONATE SODIUM,J1740,IBANDRONATE SODIUM INJECTION,2026 (Q1),169.0,170,6287.2,37.202366864,36.983529412,2026
CALDOLOR,IBUPROFEN,J1741,IBUPROFEN INJECTION,2025 (Q1-Q4),27.0,34,490.39,18.162592593,14.423235294,2025
ELAPRASE,IDURSULFASE,J1743,IDURSULFASE INJECTION,2025 (Q1-Q4),600.5,176,3493277.02,605.10741214,19848.164886,2025
ELAPRASE,IDURSULFASE,J1743,IDURSULFASE INJECTION,2026 (Q1),600.5,68,1002353.13,605.10741214,14740.487206,2026
FIRAZYR*,ICATIBANT ACETATE*,J1744,ICATIBANT INJECTION,2025 (Q1-Q4),600.5,13,48525.77,605.10741214,3732.7515385,2025
INFLIXIMAB*,INFLIXIMAB*,J1745,INFLIXIMAB NOT BIOSIMIL 10MG,2025 (Q1-Q4),35860.0,212872,345756127.35,9641.8328876,1624.2442752,2025
INFLIXIMAB*,INFLIXIMAB*,J1745,INFLIXIMAB NOT BIOSIMIL 10MG,2026 (Q1),27424.0,48117,82560561.3,3010.5222178,1715.8293597,2026
TROGARZO,IBALIZUMAB-UIYK,J1746,"INJ., IBALIZUMAB-UIYK, 10 MG",2025 (Q1-Q4),600.5,118,814139.34,605.10741214,6899.4859322,2025
TROGARZO,IBALIZUMAB-UIYK,J1746,"INJ., IBALIZUMAB-UIYK, 10 MG",2026 (Q1),600.5,25,183073.97,605.10741214,7322.9588,2026
SPEVIGO,SPESOLIMAB-SBZO,J1747,"INJ, SPESOLIMAB-SBZO, 1 MG",2025 (Q1-Q4),36.0,92,4014470.16,111513.06,43635.545217,2025
SPEVIGO,SPESOLIMAB-SBZO,J1747,"INJ, SPESOLIMAB-SBZO, 1 MG",2026 (Q1),13.0,28,863071.21,66390.093077,30823.971786,2026
INFED,IRON DEXTRAN COMPLEX,J1750,INJ IRON DEXTRAN,2025 (Q1-Q4),33071.0,51848,14757432.97,446.23485743,284.6287797,2025
INFED,IRON DEXTRAN COMPLEX,J1750,INJ IRON DEXTRAN,2026 (Q1),11192.0,13385,4110970.35,367.31329074,307.13263728,2026
IRON SUCROSE*,IRON SUCROSE COMPLEX*,J1756,IRON SUCROSE INJECTION,2025 (Q1-Q4),13925.0,59203,2793144.71,200.58489838,47.179107647,2025
IRON SUCROSE*,IRON SUCROSE COMPLEX*,J1756,IRON SUCROSE INJECTION,2026 (Q1),5567.0,15220,759814.49,136.48544818,49.92210841,2026
CEREZYME,IMIGLUCERASE,J1786,IMUGLUCERASE INJECTION,2025 (Q1-Q4),138.0,2299,44631955.83,323419.96978,19413.6389,2025
CEREZYME,IMIGLUCERASE,J1786,IMUGLUCERASE INJECTION,2026 (Q1),119.0,506,9870814.07,82948.017395,19507.537688,2026
DROPERIDOL,DROPERIDOL,J1790,DROPERIDOL INJECTION,2025 (Q1-Q4),39.0,48,396.42,10.164615385,8.25875,2025
BREVIBLOC*,ESMOLOL HCL*,J1805,"INJ, ESMOLOL HCL, 10MG",2025 (Q1-Q4),64.0,65,241.23,3.76921875,3.7112307692,2025
BREVIBLOC*,ESMOLOL HCL*,J1805,"INJ, ESMOLOL HCL, 10MG",2026 (Q1),23.0,23,44.41,1.9308695652,1.9308695652,2026
FOLIC ACID,FOLIC ACID,J1808,"INJ, FOLIC ACID, 0.1 MG",2025 (Q1-Q4),205.0,919,1026.06,5.0051707317,1.1164961915,2025
FOLIC ACID,FOLIC ACID,J1808,"INJ, FOLIC ACID, 0.1 MG",2026 (Q1),117.0,386,341.31,2.9171794872,0.8842227979,2026
FIASP PUMPCART*,INSULIN ASPART*,J1811,FIASP FOR INSULIN PUMP USE,2025 (Q1-Q4),1396.0,5337,1873193.32,1341.8290258,350.98244707,2025
FIASP PUMPCART*,INSULIN ASPART*,J1811,FIASP FOR INSULIN PUMP USE,2026 (Q1),865.0,1343,460484.07,532.35152601,342.87719285,2026
LYUMJEV,INSULIN LISPRO-AABC,J1813,LYUMJEV FOR INSULIN PUMP USE,2025 (Q1-Q4),700.0,2366,2844228.02,4063.1828857,1202.1251141,2025
LYUMJEV,INSULIN LISPRO-AABC,J1813,LYUMJEV FOR INSULIN PUMP USE,2026 (Q1),384.0,526,402907.91,1049.239349,765.98461977,2026
ADMELOG SOLOSTAR*,INSULIN LISPRO*,J1817,INSULIN FOR INSULIN PUMP USE,2025 (Q1-Q4),34945.0,140990,36719705.62,1050.7856809,260.44191517,2025
ADMELOG SOLOSTAR*,INSULIN LISPRO*,J1817,INSULIN FOR INSULIN PUMP USE,2026 (Q1),20149.0,28262,7997474.56,396.9166986,282.9762423,2026
UPLIZNA,INEBILIZUMAB-CDON,J1823,"INJ. INEBILIZUMAB-CDON, 1 MG",2025 (Q1-Q4),357.0,1144,98528467.66,275990.10549,86126.28292,2025
UPLIZNA,INEBILIZUMAB-CDON,J1823,"INJ. INEBILIZUMAB-CDON, 1 MG",2026 (Q1),260.0,686,49002685.8,188471.86846,71432.486589,2026
METRO IV*,METRONIDAZOLE*,J1836,"INJ, METRONIDAZOLE, 10 MG",2025 (Q1-Q4),346.0,512,865.37,2.5010693642,1.6901757813,2025
METRO IV*,METRONIDAZOLE*,J1836,"INJ, METRONIDAZOLE, 10 MG",2026 (Q1),95.0,132,932.49,9.8156842105,7.0643181818,2026
POSACONAZOLE,POSACONAZOLE,J1837,"INJ, POSACONAZOLE, 1 MG",2026 (Q1),600.5,12,1227.34,605.10741214,102.27833333,2026
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,J1885,KETOROLAC TROMETHAMINE INJ,2025 (Q1-Q4),1436175.0,1872101,3427924.3801,2.3868430937,1.8310573949,2025
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,J1885,KETOROLAC TROMETHAMINE INJ,2026 (Q1),388337.0,440857,302900.72,0.7799944893,0.6870724974,2026
LABETALOL HCL,LABETALOL HCL,J1920,"INJ, LABETALOL HCL, 5MG",2025 (Q1-Q4),260.0,327,1142.27,4.3933461538,3.4931804281,2025
LABETALOL HCL,LABETALOL HCL,J1920,"INJ, LABETALOL HCL, 5MG",2026 (Q1),49.0,53,273.36,5.5787755102,5.1577358491,2026
LANREOTIDE ACETATE(J1930)*,LANREOTIDE ACETATE*,J1930,LANREOTIDE INJECTION,2025 (Q1-Q4),8135.0,67264,303547997.71,37313.828852,4512.7854084,2025
LANREOTIDE ACETATE(J1930)*,LANREOTIDE ACETATE*,J1930,LANREOTIDE INJECTION,2026 (Q1),6937.0,17811,73872446.35,10649.048054,4147.5743277,2026
ALDURAZYME,LARONIDASE,J1931,LARONIDASE INJECTION,2025 (Q1-Q4),600.5,86,1271594.72,605.10741214,14785.985116,2025
ALDURAZYME,LARONIDASE,J1931,LARONIDASE INJECTION,2026 (Q1),600.5,25,424110.2,605.10741214,16964.408,2026
LANREOTIDE ACETATE(J1932),LANREOTIDE ACETATE,J1932,"INJ, LANREOTIDE, (CIPLA) 1MG",2025 (Q1-Q4),1668.0,9448,30607397.04,18349.758417,3239.5636156,2025
LANREOTIDE ACETATE(J1932),LANREOTIDE ACETATE,J1932,"INJ, LANREOTIDE, (CIPLA) 1MG",2026 (Q1),606.0,970,4359655.54,7194.1510561,4494.4902474,2026
FUROSEMIDE(J1938),FUROSEMIDE,J1938,"INJ, FUROSEMIDE, 1 MG",2025 (Q1-Q4),11904.0,18914,13681.74,1.1493397177,0.7233657608,2025
FUROSEMIDE(J1938),FUROSEMIDE,J1938,"INJ, FUROSEMIDE, 1 MG",2026 (Q1),4289.0,5781,4213.09,0.9823012357,0.7287822176,2026
BUMETANIDE,BUMETANIDE,J1939,"INJ, BUMETANIDE, 0.5 MG",2025 (Q1-Q4),8945.0,14370,40610.23,4.5399921744,2.8260424495,2025
BUMETANIDE,BUMETANIDE,J1939,"INJ, BUMETANIDE, 0.5 MG",2026 (Q1),351.0,532,1220.31,3.4766666667,2.2938157895,2026
FUROSEMIDE(J1940),FUROSEMIDE,J1940,FUROSEMIDE INJECTION,2025 (Q1-Q4),4588.0,6649,6275.47,1.3678007847,0.9438216273,2025
ARISTADA INITIO,"ARIPIPRAZOLE LAUROXIL,SUBMICR.",J1943,"INJ., ARISTADA INITIO, 1 MG",2025 (Q1-Q4),12.0,16,10887.56,907.29666667,680.4725,2025
ARISTADA,ARIPIPRAZOLE LAUROXIL,J1944,ARIPIPRAZOLE LAUROXIL 1 MG,2025 (Q1-Q4),259.0,1158,1780938.43,6876.2101544,1537.9433765,2025
ARISTADA,ARIPIPRAZOLE LAUROXIL,J1944,ARIPIPRAZOLE LAUROXIL 1 MG,2026 (Q1),121.0,244,412646.77,3410.3038843,1691.1752869,2026
LUPRON DEPOT-PED*,LEUPROLIDE ACETATE*,J1950,LEUPROLIDE ACETATE /3.75 MG,2025 (Q1-Q4),1241.0,4864,13937451.97,11230.823505,2865.4300925,2025
LUPRON DEPOT-PED*,LEUPROLIDE ACETATE*,J1950,LEUPROLIDE ACETATE /3.75 MG,2026 (Q1),697.0,1142,3454598.04,4956.381693,3025.0420665,2026
CAMCEVI,LEUPROLIDE MESYLATE,J1952,"LEUPROLIDE INJ, CAMCEVI, 1MG",2025 (Q1-Q4),8673.0,12711,31359532.32,3615.7652854,2467.1176398,2025
CAMCEVI,LEUPROLIDE MESYLATE,J1952,"LEUPROLIDE INJ, CAMCEVI, 1MG",2026 (Q1),2449.0,2453,5748839.73,2347.4233279,2343.5954872,2026
KEPPRA*,LEVETIRACETAM*,J1953,LEVETIRACETAM INJECTION,2025 (Q1-Q4),115.0,329,1820.94,15.83426087,5.5347720365,2025
KEPPRA*,LEVETIRACETAM*,J1953,LEVETIRACETAM INJECTION,2026 (Q1),37.0,75,517.51,13.986756757,6.9001333333,2026
LEUPROLIDE DEPOT*,LEUPROLIDE ACETATE*,J1954,INJ LEU ACET LUTR DPT 7.5 MG,2025 (Q1-Q4),193.0,205,337048.73,1746.3664767,1644.1401463,2025
LEUPROLIDE DEPOT*,LEUPROLIDE ACETATE*,J1954,INJ LEU ACET LUTR DPT 7.5 MG,2026 (Q1),823.0,839,1746851.71,2122.5415674,2082.0640167,2026
CARNITOR*,LEVOCARNITINE*,J1955,INJ LEVOCARNITINE PER 1 GM,2025 (Q1-Q4),1502.0,22673,2630101.91,1751.066518,116.00149561,2025
CARNITOR*,LEVOCARNITINE*,J1955,INJ LEVOCARNITINE PER 1 GM,2026 (Q1),597.0,4361,526448.1,881.82261307,120.71728961,2026
LEVOFLOXACIN-D5W,LEVOFLOXACIN IN DEXTROSE 5 %,J1956,LEVOFLOXACIN INJECTION,2025 (Q1-Q4),554.0,1616,8152.0,14.714801444,5.0445544554,2025
LEVOFLOXACIN-D5W,LEVOFLOXACIN IN DEXTROSE 5 %,J1956,LEVOFLOXACIN INJECTION,2026 (Q1),167.0,524,2908.03,17.413353293,5.5496755725,2026
SUNLENCA,LENACAPAVIR SODIUM,J1961,INJ LENACAPAVIR (HIV TX) 1MG,2025 (Q1-Q4),75.0,101,1168151.83,15575.357733,11565.859703,2025
SUNLENCA,LENACAPAVIR SODIUM,J1961,INJ LENACAPAVIR (HIV TX) 1MG,2026 (Q1),26.0,26,395808.78,15223.414615,15223.414615,2026
LIDOCAINE HCL IN 5% DEXTROSE,LIDOCAINE HCL,J2002,"INJ, LIDOCAINE IN D5W, 1 MG",2025 (Q1-Q4),3007.0,4772,4429.81,1.4731659461,0.9282921207,2025
LIDOCAINE HCL IN 5% DEXTROSE,LIDOCAINE HCL,J2002,"INJ, LIDOCAINE IN D5W, 1 MG",2026 (Q1),352.0,477,140.95,0.4004261364,0.2954926625,2026
LINCOCIN*,LINCOMYCIN HCL*,J2010,LINCOMYCIN INJECTION,2025 (Q1-Q4),10248.0,14485,125473.08,12.243665105,8.6622768381,2025
LINCOCIN*,LINCOMYCIN HCL*,J2010,LINCOMYCIN INJECTION,2026 (Q1),3006.0,3471,27147.75,9.0311876248,7.8213050994,2026
LINEZOLID-D5W*,LINEZOLID IN DEXTROSE 5%*,J2020,LINEZOLID INJECTION,2025 (Q1-Q4),51.0,105,2219.41,43.517843137,21.137238095,2025
ATIVAN*,LORAZEPAM*,J2060,LORAZEPAM INJECTION,2025 (Q1-Q4),2638.0,6263,10171.49,3.8557581501,1.6240603545,2025
ATIVAN*,LORAZEPAM*,J2060,LORAZEPAM INJECTION,2026 (Q1),679.0,1154,1775.86,2.6154050074,1.5388734835,2026
MANNITOL(J2150),MANNITOL,J2150,MANNITOL INJECTION,2025 (Q1-Q4),682.0,3129,9326.6,13.675366569,2.9806967082,2025
MANNITOL(J2151),MANNITOL,J2151,"INJ, MANNITOL, 250 MG",2025 (Q1-Q4),258.0,894,2168.49,8.405,2.4256040268,2025
MANNITOL(J2151),MANNITOL,J2151,"INJ, MANNITOL, 250 MG",2026 (Q1),281.0,925,2803.27,9.9760498221,3.0305621622,2026
DEMEROL*,MEPERIDINE HCL*,J2175,MEPERIDINE HYDROCHL /100 MG,2025 (Q1-Q4),1492.0,2180,23666.88,15.862520107,10.856366972,2025
DEMEROL*,MEPERIDINE HCL*,J2175,MEPERIDINE HYDROCHL /100 MG,2026 (Q1),352.0,408,3435.07,9.7587215909,8.4192892157,2026
NUCALA,MEPOLIZUMAB,J2182,"INJECTION, MEPOLIZUMAB, 1MG",2025 (Q1-Q4),9770.0,83168,286366049.05,29310.752206,3443.2239449,2025
NUCALA,MEPOLIZUMAB,J2182,"INJECTION, MEPOLIZUMAB, 1MG",2026 (Q1),8254.0,20909,74585995.42,9036.3454592,3567.1718121,2026
MEROPENEM(J2183),MEROPENEM,J2183,INJ MEROPENEM (WG CRIT CARE),2025 (Q1-Q4),315.0,460,30934.74,98.20552381,67.249434783,2025
