Brnd_Name,Gnrc_Name,HCPCS_Cd,HCPCS_Desc,Year,Tot_Benes,Tot_Clms,Tot_Spndng,Avg_Spnd_Per_Bene,Avg_Spnd_Per_Clm,Year_Value
HEMOFIL M*,"ANTIHEMOPHILIC FACTOR, HUMAN*",J7190,FACTOR VIII,2026 (Q1),14.0,72,2660690.51,190049.32214,36954.034861,2026
ADVATE*,"ANTIHEMOPHIL.FVIII,FULL LENGTH*",J7192,FACTOR VIII RECOMBINANT NOS,2025 (Q1-Q4),395.0,1897,47840734.03,121115.78235,25219.153416,2025
ADVATE*,"ANTIHEMOPHIL.FVIII,FULL LENGTH*",J7192,FACTOR VIII RECOMBINANT NOS,2026 (Q1),157.0,424,9332061.74,59439.883694,22009.579575,2026
ALPHANINE SD,FACTOR IX,J7193,FACTOR IX NON-RECOMBINANT,2025 (Q1-Q4),18.0,86,2425492.71,134749.595,28203.403605,2025
ALPHANINE SD,FACTOR IX,J7193,FACTOR IX NON-RECOMBINANT,2026 (Q1),600.5,20,450047.33,605.10741214,22502.3665,2026
BENEFIX,FACTOR IX HUMAN RECOMBINANT,J7195,FACTOR IX RECOMBINANT NOS,2025 (Q1-Q4),259.0,1020,31630406.84,122125.12293,31010.202784,2025
BENEFIX,FACTOR IX HUMAN RECOMBINANT,J7195,FACTOR IX RECOMBINANT NOS,2026 (Q1),74.0,193,6210783.57,83929.507703,32180.225751,2026
THROMBATE III,ANTITHROMBIN III (PLASMA DER),J7197,ANTITHROMBIN III INJECTION,2025 (Q1-Q4),600.5,11,88502.3,605.10741214,8045.6636364,2025
FEIBA,ANTI-INHIBITOR COAGULANT COMP.,J7198,ANTI-INHIBITOR,2025 (Q1-Q4),130.0,228,5810042.25,44692.632692,25482.641447,2025
FEIBA,ANTI-INHIBITOR COAGULANT COMP.,J7198,ANTI-INHIBITOR,2026 (Q1),31.0,40,829975.4,26773.4,20749.385,2026
RIXUBIS,FACTOR IX HUMAN RECOMBINANT,J7200,FACTOR IX RECOMBINAN RIXUBIS,2025 (Q1-Q4),600.5,287,13011599.5,605.10741214,45336.583624,2025
RIXUBIS,FACTOR IX HUMAN RECOMBINANT,J7200,FACTOR IX RECOMBINAN RIXUBIS,2026 (Q1),11.0,65,3281535.05,298321.36818,50485.154615,2026
ALPROLIX,"FACTOR IX REC, FC FUSION PROTN",J7201,FACTOR IX ALPROLIX RECOMB,2025 (Q1-Q4),93.0,1399,68700249.17,738712.35667,49106.682752,2025
ALPROLIX,"FACTOR IX REC, FC FUSION PROTN",J7201,FACTOR IX ALPROLIX RECOMB,2026 (Q1),59.0,317,15582345.23,264107.54627,49155.663186,2026
IDELVION,"FACTOR IX RECOM,ALBUMIN FUSION",J7202,FACTOR IX IDELVION INJ,2025 (Q1-Q4),92.0,1447,73612105.51,800131.58163,50872.222191,2025
IDELVION,"FACTOR IX RECOM,ALBUMIN FUSION",J7202,FACTOR IX IDELVION INJ,2026 (Q1),67.0,319,16668322.61,248780.93448,52251.795016,2026
REBINYN,"FACTOR IX HUMAN REC,PEGYLATED",J7203,FACTOR IX RECOMB GLY REBINYN,2025 (Q1-Q4),19.0,94,4020603.6,211610.71579,42772.378723,2025
REBINYN,"FACTOR IX HUMAN REC,PEGYLATED",J7203,FACTOR IX RECOMB GLY REBINYN,2026 (Q1),600.5,22,1032358.97,605.10741214,46925.407727,2026
ESPEROCT,"FVIII REC,B-DOM TRUNC PEG-EXEI",J7204,INJ RECOMBIN ESPEROCT PER IU,2025 (Q1-Q4),11.0,145,3778695.77,343517.79727,26059.970828,2025
ESPEROCT,"FVIII REC,B-DOM TRUNC PEG-EXEI",J7204,INJ RECOMBIN ESPEROCT PER IU,2026 (Q1),600.5,25,454625.03,605.10741214,18185.0012,2026
ELOCTATE,"ANTIHEMOPH.FVIII REC,FC FUSION",J7205,FACTOR VIII FC FUSION RECOMB,2025 (Q1-Q4),65.0,413,15058983.73,231676.67277,36462.430339,2025
ELOCTATE,"ANTIHEMOPH.FVIII REC,FC FUSION",J7205,FACTOR VIII FC FUSION RECOMB,2026 (Q1),38.0,122,3716248.94,97796.024737,30461.056885,2026
ADYNOVATE,"ANTIHEMO.FVIII,FULL LENGTH PEG",J7207,FACTOR VIII PEGYLATED RECOMB,2025 (Q1-Q4),33.0,270,9110293.81,276069.50939,33741.828926,2025
ADYNOVATE,"ANTIHEMO.FVIII,FULL LENGTH PEG",J7207,FACTOR VIII PEGYLATED RECOMB,2026 (Q1),19.0,54,1869832.8,98412.252632,34626.533333,2026
JIVI,"FVIII REC,B-DOM DELET PEG-AUCL",J7208,INJ. JIVI 1 IU,2025 (Q1-Q4),29.0,328,12897930.28,444756.21655,39322.958171,2025
JIVI,"FVIII REC,B-DOM DELET PEG-AUCL",J7208,INJ. JIVI 1 IU,2026 (Q1),11.0,59,2557907.71,232537.06455,43354.367966,2026
NUWIQ,"ANTIHEMOPH.FVIII,HEK B-DELETE",J7209,FACTOR VIII NUWIQ RECOMB 1IU,2025 (Q1-Q4),67.0,615,21714019.47,324089.84284,35307.348732,2025
NUWIQ,"ANTIHEMOPH.FVIII,HEK B-DELETE",J7209,FACTOR VIII NUWIQ RECOMB 1IU,2026 (Q1),38.0,150,5042443.32,132695.87684,33616.2888,2026
AFSTYLA,"ANTIHEM.FVIII,SIN-CHN,B-DM TRU",J7210,"INJ, AFSTYLA, 1 I.U.",2025 (Q1-Q4),18.0,160,4765073.29,264726.29389,29781.708062,2025
AFSTYLA,"ANTIHEM.FVIII,SIN-CHN,B-DM TRU",J7210,"INJ, AFSTYLA, 1 I.U.",2026 (Q1),600.5,21,916877.17,605.10741214,43660.817619,2026
KOVALTRY,"ANTIHEMOPHIL.FVIII,FULL LENGTH",J7211,"INJ, KOVALTRY, 1 I.U.",2025 (Q1-Q4),92.0,582,15390595.56,167289.08217,26444.322268,2025
KOVALTRY,"ANTIHEMOPHIL.FVIII,FULL LENGTH",J7211,"INJ, KOVALTRY, 1 I.U.",2026 (Q1),53.0,142,3362371.55,63440.972642,23678.672887,2026
SEVENFACT,"COAGULATION VIIA,RECOMB-JNCW",J7212,FACTOR VIIA RECOMB SEVENFACT,2025 (Q1-Q4),600.5,336,28711552.63,605.10741214,85451.049494,2025
SEVENFACT,"COAGULATION VIIA,RECOMB-JNCW",J7212,FACTOR VIIA RECOMB SEVENFACT,2026 (Q1),600.5,87,7107326.21,605.10741214,81693.404713,2026
IXINITY,"FACTOR IX HUMAN RECOMB,THR 148",J7213,"INJ, IXINITY, 1 I.U.",2025 (Q1-Q4),600.5,52,1951999.24,605.10741214,37538.446923,2025
ALTUVIIIO,"FVIII REC,FC-VWF-XTEN,BDD-EHTL",J7214,ALTUVIIIO PER FACTOR VIII IU,2025 (Q1-Q4),254.0,2538,108404324.46,426788.67898,42712.499787,2025
ALTUVIIIO,"FVIII REC,FC-VWF-XTEN,BDD-EHTL",J7214,ALTUVIIIO PER FACTOR VIII IU,2026 (Q1),171.0,704,29237083.26,170977.09509,41529.947813,2026
LEVULAN,AMINOLEVULINIC ACID HCL,J7308,AMINOLEVULINIC ACID HCL TOP,2025 (Q1-Q4),69024.0,100608,43477291.62,629.88658467,432.14547173,2025
LEVULAN,AMINOLEVULINIC ACID HCL,J7308,AMINOLEVULINIC ACID HCL TOP,2026 (Q1),26552.0,31923,13554104.4,510.473953,424.58742599,2026
OZURDEX,DEXAMETHASONE,J7312,DEXAMETHASONE INTRA IMPLANT,2025 (Q1-Q4),13982.0,30517,45635769.43,3263.8942519,1495.4212219,2025
OZURDEX,DEXAMETHASONE,J7312,DEXAMETHASONE INTRA IMPLANT,2026 (Q1),6229.0,6823,10243531.49,1644.4905266,1501.3236831,2026
ILUVIEN,FLUOCINOLONE ACETONIDE,J7313,"INJ., ILUVIEN, 0.01 MG",2025 (Q1-Q4),1034.0,1168,11272381.91,10901.723317,9651.0119092,2025
ILUVIEN,FLUOCINOLONE ACETONIDE,J7313,"INJ., ILUVIEN, 0.01 MG",2026 (Q1),377.0,399,4020334.14,10664.016286,10076.025414,2026
YUTIQ,FLUOCINOLONE ACETONIDE,J7314,"INJ., YUTIQ, 0.01 MG",2025 (Q1-Q4),694.0,777,7619850.54,10979.611729,9806.7574517,2025
YUTIQ,FLUOCINOLONE ACETONIDE,J7314,"INJ., YUTIQ, 0.01 MG",2026 (Q1),24.0,24,263184.08,10966.003333,10966.003333,2026
DUROLANE,"HYALURONATE SODIUM, STABILIZED",J7318,"INJ, DUROLANE 1 MG",2025 (Q1-Q4),73155.0,87687,45233828.64,618.32859873,515.85558452,2025
DUROLANE,"HYALURONATE SODIUM, STABILIZED",J7318,"INJ, DUROLANE 1 MG",2026 (Q1),20526.0,20869,10441094.17,508.67651613,500.3159792,2026
GENVISC 850,HYALURONATE SODIUM,J7320,"GENVISC 850, INJ, 1MG",2025 (Q1-Q4),21427.0,120884,24966372.44,1165.1828273,206.53165382,2025
GENVISC 850,HYALURONATE SODIUM,J7320,"GENVISC 850, INJ, 1MG",2026 (Q1),8162.0,27330,4403059.75,539.45843543,161.10719905,2026
HYALGAN*,HYALURONATE SODIUM*,J7321,HYALGAN SUPARTZ VISCO-3 DOSE,2025 (Q1-Q4),51042.0,226831,21039127.1,412.19245131,92.752432868,2025
HYALGAN*,HYALURONATE SODIUM*,J7321,HYALGAN SUPARTZ VISCO-3 DOSE,2026 (Q1),16709.0,48959,4540212.38,271.72256748,92.734990094,2026
HYMOVIS ONE*,"HYALURONATE,MOD.,NON-CROSSLINK*",J7322,HYMOVIS INJECTION 1 MG,2025 (Q1-Q4),33729.0,79272,43324836.21,1284.4980939,546.53391122,2025
HYMOVIS ONE*,"HYALURONATE,MOD.,NON-CROSSLINK*",J7322,HYMOVIS INJECTION 1 MG,2026 (Q1),11074.0,19847,10909451.4,985.14099693,549.67760367,2026
EUFLEXXA,HYALURONATE SODIUM,J7323,EUFLEXXA INJ PER DOSE,2025 (Q1-Q4),82968.0,281340,45742841.53,551.33113405,162.58918579,2025
EUFLEXXA,HYALURONATE SODIUM,J7323,EUFLEXXA INJ PER DOSE,2026 (Q1),24762.0,60496,8700266.16,351.35555125,143.8155607,2026
ORTHOVISC,HYALURONATE SODIUM,J7324,ORTHOVISC INJ PER DOSE,2025 (Q1-Q4),47628.0,168149,24581396.99,516.11230768,146.18818423,2025
ORTHOVISC,HYALURONATE SODIUM,J7324,ORTHOVISC INJ PER DOSE,2026 (Q1),14711.0,37232,5558216.53,377.82724016,149.28600478,2026
SYNVISC-ONE*,HYLAN G-F 20*,J7325,SYNVISC OR SYNVISC-ONE,2025 (Q1-Q4),74004.0,115560,48604076.23,656.77633952,420.59602137,2025
SYNVISC-ONE*,HYLAN G-F 20*,J7325,SYNVISC OR SYNVISC-ONE,2026 (Q1),19614.0,24623,8990656.08,458.37952891,365.1324404,2026
GEL-ONE,"HYALURONATE SOD, CROSS-LINKED",J7326,GEL-ONE,2025 (Q1-Q4),62027.0,75064,52185890.7,841.34152385,695.21862277,2025
GEL-ONE,"HYALURONATE SOD, CROSS-LINKED",J7326,GEL-ONE,2026 (Q1),15990.0,16189,11176430.78,698.96377611,690.37190561,2026
MONOVISC,"HYALURONATE SODIUM, STABILIZED",J7327,MONOVISC INJ PER DOSE,2025 (Q1-Q4),75259.0,92759,73184447.65,972.43449488,788.97409039,2025
MONOVISC,"HYALURONATE SODIUM, STABILIZED",J7327,MONOVISC INJ PER DOSE,2026 (Q1),20044.0,20428,15251898.83,760.92091549,746.61733062,2026
GELSYN-3,HYALURONATE SODIUM,J7328,GELSYN-3 INJECTION 0.1 MG,2025 (Q1-Q4),16562.0,54459,7470725.38,451.07628185,137.18073009,2025
GELSYN-3,HYALURONATE SODIUM,J7328,GELSYN-3 INJECTION 0.1 MG,2026 (Q1),6658.0,16416,2428503.01,364.74962601,147.93512488,2026
TRIVISC,HYALURONATE SODIUM,J7329,"INJ, TRIVISC 1 MG",2025 (Q1-Q4),22481.0,73923,13514092.13,601.13394111,182.81309105,2025
